ACH-001061	11626560	-7.430334	0.973
ACH-000347	71296921	-7.0	0.625
ACH-000824	44462760	-7.384576	1.068
ACH-000108	46907787	-9.339134	1.01
ACH-000650	148124	-8.907279	0.861
ACH-000222	36314	-8.861697	0.926
ACH-000906	5702198	-6.862728	1.006
ACH-002045	46907787	-6.954243	0.915
ACH-000987	11494412	-5.653213	0.246
ACH-000751	148124	-6.522879	-0.504
ACH-000677	9547945	-7.815934	0.937
ACH-000332	51371303	-5.0	0.777
ACH-000341	24821094	-6.430334	0.932
ACH-000848	17755052	-8.815877	1.033
ACH-000243	44462760	-6.907455	0.812
ACH-000121	9547945	-5.653213	0.951
ACH-000482	44462760	-8.33885	1.026
ACH-000849	56949517	-6.130334	0.535
ACH-000759	11626560	-6.477122	0.913
ACH-000845	216326	-8.038818	0.994
ACH-000615	17755052	-7.862728	0.997
ACH-001075	24821094	-7.084576	0.778
ACH-000400	17755052	-8.33885	1.009
ACH-000946	11494412	-6.129303	-0.101
ACH-000749	46907787	-9.815309	0.989
ACH-000506	11625818	-5.954243	0.978
ACH-000496	67254077	-5.477121	0.437
ACH-000524	176870	-7.384576	0.886
ACH-000350	9444	-7.560668	0.98
ACH-000479	11494412	-5.176091	-0.163
ACH-000401	46907787	-6.477122	0.685
ACH-000334	148124	-7.0	-0.701
ACH-000588	176870	-5.0	-0.053
ACH-000400	73759760	-8.908485	0.83
ACH-000113	11676786	-5.0	-0.407
ACH-000885	148124	-7.477126	0.266
ACH-000148	176870	-5.477121	0.736
ACH-000621	176870	-7.384576	1.026
ACH-000588	46907787	-9.339134	0.973
ACH-000066	148124	-9.860121	1.051
ACH-000023	17755052	-8.33885	0.982
ACH-000414	11626560	-8.385606	1.053
ACH-000627	36314	-8.384576	0.887
ACH-000758	208908	-8.514847	0.962
ACH-000530	25262965	-6.130334	-0.00600000000000001
ACH-000548	24821094	-6.430334	0.411
ACH-000277	36314	-6.953212	0.995
ACH-000751	148124	-10.337242	0.977
ACH-000667	11625818	-5.176091	0.69
ACH-000578	9444	-7.560668	0.979
ACH-000706	176870	-7.385606	0.898
ACH-000749	17755052	-6.607455	0.519
ACH-000749	67254077	-7.862728	1.054
ACH-000878	5330286	-7.862728	0.998
ACH-000392	5702198	-5.431364	1.051
ACH-000768	126941	-7.862728	0.915
ACH-000595	24821094	-7.084576	0.885
ACH-000880	25161177	-5.477121	0.898
ACH-000733	24821094	-6.907455	0.79
ACH-000304	11625818	-7.861697	0.995
ACH-000357	24821094	-8.038818	0.911
ACH-000892	11327430	-5.954243	0.47
ACH-000945	176870	-6.907455	1.068
ACH-000587	60750	-7.431364	0.815
ACH-000004	36314	-7.907455	0.967
ACH-000666	148124	-9.385606	0.948
ACH-000091	11626560	-6.954243	0.965
ACH-000858	5330286	-7.561698	0.969
ACH-000506	208908	-7.083546	1.002
ACH-000757	51371303	-5.477121	0.4625
ACH-000589	71296921	-7.954243	1.048
ACH-000747	25262965	-6.130334	-0.387
ACH-000205	73759760	-10.81697	0.931
ACH-000848	11494412	-8.037773	0.991
ACH-000906	11626560	-6.0	0.937
ACH-001819	11214940	-6.130334	1.092
ACH-000759	24821094	-5.954243	-0.301
ACH-000014	51371303	-8.81697	1.049
ACH-000242	36314	-9.339134	0.8
ACH-000162	56949517	-5.176091	0.593
ACH-000853	51371303	-7.385606	0.9275
ACH-000118	5330286	-8.339849	1.112
ACH-000138	176870	-5.0	0.527
ACH-000278	17755052	-6.431364	0.634
ACH-000061	3062316	-7.477121	1.133
ACH-000878	9444	-4.69897	-0.0785
ACH-000024	46907787	-6.954243	0.6563333333333333
ACH-000766	60750	-6.477121	0.689
ACH-000168	5311	-5.477121	0.126
ACH-000027	5311	-5.477121	0.622
ACH-000024	60750	-9.81697	0.93
ACH-000150	25161177	-8.339849	0.953
ACH-000014	5330286	-5.653213	0.645
ACH-000627	9956119	-4.0	-0.837
ACH-000108	24821094	-8.038818	1.006
ACH-000348	9444	-6.606425	0.751
ACH-000752	208908	-5.653213	0.927
ACH-000386	11625818	-8.815877	1.119
ACH-000834	36314	-8.861697	1.098
ACH-000231	24821094	-8.33885	0.83
ACH-000045	17755052	-6.908485	0.8140000000000001
ACH-000019	148124	-6.522879	0.42
ACH-000311	644241	-7.385606	1.017
ACH-001399	11494412	-7.083546	0.999
ACH-000866	5330286	-6.908485	0.947
ACH-000603	5311	-6.431364	0.876
ACH-000056	36314	-7.430334	0.745
ACH-000113	11676786	-5.477121	-0.461
ACH-000886	9956119	-5.431364	0.077
ACH-000849	44462760	-6.430334	0.945
ACH-000751	5330286	-5.477121	1.046
ACH-000784	9444	-5.176091	0.436
ACH-001061	71296921	-7.954247	1.028
ACH-000373	36314	-6.477122	-0.304
ACH-000848	46907787	-6.477122	0.796
ACH-002004	46907787	-7.431364	0.9844999999999999
ACH-000781	176870	-7.862728	0.959
ACH-000793	44462760	-6.907455	0.709
ACH-000149	36314	-6.953212	-0.041
ACH-000667	11625818	-8.81697	0.965
ACH-000019	11214940	-7.084576	1.055
ACH-000288	208908	-7.083546	0.944
ACH-000787	17755052	-4.69897	0.455
ACH-000277	148124	-8.907279	1.007
ACH-000288	73759760	-10.339849	1.027
ACH-000893	148124	-7.477126	-0.05
ACH-000904	17755052	-7.861697	0.881
ACH-000914	46907787	-6.477121	0.542
ACH-000565	60750	-8.862727	0.98
ACH-000861	11327430	-5.954243	0.9359999999999999
ACH-000831	9547945	-4.0	0.739
ACH-001075	176870	-6.431364	0.226
ACH-000457	11494412	-8.514847	0.979
ACH-000148	11494412	-6.129303	-0.441
ACH-000183	24821094	-4.69897	0.798
ACH-000477	11626560	-8.384576	1.021
ACH-000838	176870	-5.477121	1.031
ACH-000958	208908	-8.514847	1.055
ACH-000463	46907787	-7.907455	0.965
ACH-000054	17755052	-5.0	0.931
ACH-000062	11494412	-5.653213	-0.5329999999999999
ACH-000430	11494412	-7.560668	1.034
ACH-000234	208908	-8.514847	1.088
ACH-000578	71296921	-10.339849	1.115
ACH-000234	9547945	-4.477121	0.957
ACH-000580	176870	-6.430334	0.766
ACH-000804	148124	-6.522879	-0.85
ACH-000507	11626560	-6.954243	0.968
ACH-000848	5311	-5.954243	0.817
ACH-000998	216326	-6.607455	0.986
ACH-001328	11327430	-6.431364	1.024
ACH-000477	24821094	-7.861697	0.913
ACH-000573	9547945	-4.477121	0.803
ACH-000895	148124	-9.38405	1.024
ACH-000826	46907787	-6.954243	0.9753999999999999
ACH-000573	24821094	-5.954243	1.008
ACH-000478	9547945	-4.477121	0.947
ACH-000481	3385	-6.084576	0.725
ACH-000878	3385	-7.038819	0.98
ACH-000521	208908	-6.130334	0.556
ACH-000524	24821094	-5.0	0.149
ACH-000601	11625818	-5.0	0.721
ACH-000675	56949517	-5.176091	0.379
ACH-000826	3385	-7.51594	0.988
ACH-000749	3385	-5.607455	0.752
ACH-000400	44462760	-6.907455	0.972
ACH-000752	11625818	-7.861697	1.183
ACH-000108	11626560	-6.954243	0.94
ACH-000861	208908	-7.561698	0.91
ACH-000035	11626560	-7.908485	1.009
ACH-000270	60750	-8.385606	0.894
ACH-000638	11676786	-7.862728	1.0296666666666667
ACH-000576	17755052	-7.384576	0.94
ACH-000270	11626560	-7.907455	0.993
ACH-000650	11676786	-5.477121	0.12000000000000005
ACH-000164	9547945	-4.0	0.832
ACH-000310	36314	-7.907455	-0.055
ACH-000378	387447	-6.0	-0.936
ACH-000320	11626560	-8.384576	0.967
ACH-000601	17755052	-8.815877	0.966
ACH-000108	51371303	-5.0	0.838
ACH-001061	11676786	-8.339849	0.9596666666666667
ACH-000749	5330286	-5.954243	0.89
ACH-000747	208908	-7.083546	0.917
ACH-000731	36462	-5.255272	0.0409999999999999
ACH-000924	216326	-5.732394	0.824
ACH-000925	46907787	-8.861697	0.985
ACH-000659	208908	-8.037773	1.042
ACH-000378	67254077	-5.0	0.302
ACH-000679	11626560	-8.861697	1.037
ACH-000834	9444	-8.514847	0.925
ACH-000925	5702198	-5.908485	1.003
ACH-000401	73759760	-7.0	0.382
ACH-000409	11327430	-7.862728	1.075
ACH-000550	17755052	-8.815877	0.953
ACH-000787	44462760	-6.430334	0.753
ACH-000572	11327430	-7.862728	0.98
ACH-000749	44462760	-5.477121	0.992
ACH-000869	9444	-5.176091	0.0169999999999999
ACH-000886	11214940	-7.561698	1.153
ACH-000065	24821094	-4.69897	0.533
ACH-000400	208908	-7.560668	1.046
ACH-000580	5702198	-4.0	0.923
ACH-000873	148124	-9.38405	1.022
ACH-000530	46907787	-9.339849	1.0603333333333333
ACH-000654	44462760	-5.0	1.042
ACH-000380	9547945	-7.815934	1.073
ACH-000147	46907787	-9.815309	0.923
ACH-000867	17755052	-6.431364	0.705
ACH-000565	5702198	-4.954243	0.972
ACH-000731	44462760	-6.907455	1.035
ACH-000386	36314	-6.477122	-0.406
ACH-000440	11676786	-7.862728	1.0265
ACH-000888	67254077	-7.385606	0.94
ACH-000998	11494412	-5.176091	0.162
ACH-000124	11494412	-8.037773	0.98
ACH-000311	11494412	-6.606425	0.883
ACH-000615	176870	-7.384576	0.874
ACH-002003	5311	-5.477121	0.038
ACH-000589	11327430	-6.908485	0.9684999999999999
ACH-000916	36314	-7.30103	-0.142
ACH-000505	44462760	-7.861697	0.937
ACH-000750	44462760	-5.477121	0.529
ACH-000997	24821094	-7.384576	0.925
ACH-000655	5311	-6.907455	1.138
ACH-000440	126941	-5.477121	-0.005
ACH-000435	44462760	-8.815877	0.934
ACH-000365	46907787	-6.477122	0.65
ACH-000898	5702198	-4.954243	1.007
ACH-000817	216326	-4.69897	0.791
ACH-000880	71296921	-8.430275	1.007
ACH-000747	5311	-6.430334	1.166
ACH-000562	73759760	-10.339849	1.12
ACH-000114	11214940	-8.038818	1.074
ACH-000925	644241	-5.477121	0.961
ACH-000785	5328940	-4.69897	-0.947
ACH-000430	5311	-5.0	-0.175
ACH-000986	176870	-7.384576	1.03
ACH-000359	46907787	-8.861697	0.87
ACH-000023	24821094	-6.430334	0.866
ACH-000450	25161177	-6.431364	0.904
ACH-000681	25262965	-7.561698	0.908
ACH-000421	36314	-8.384576	0.895
ACH-000327	123631	-5.69897	0.334
ACH-000521	5330286	-5.954243	0.8905000000000001
ACH-000204	17755052	-8.33885	0.973
ACH-000926	46907787	-9.339849	1.0073333333333332
ACH-000367	60750	-8.385606	0.991
ACH-000800	36314	-10.163757	0.965
ACH-000880	5702198	-6.862728	1.035
ACH-000288	17755052	-5.477121	0.813
ACH-000589	11626560	-8.385606	1.019
ACH-000454	24821094	-5.176091	0.0189999999999999
ACH-000550	17755052	-6.908485	0.953
ACH-000860	123631	-7.130334	0.964
ACH-000906	5702198	-7.640879	0.975
ACH-000677	73759760	-7.0	0.4155
ACH-000980	9956119	-6.862728	0.954
ACH-000977	208908	-6.129303	0.909
ACH-000924	17755052	-5.653213	1.012
ACH-000840	176870	-8.339849	0.817
ACH-000450	73759760	-7.954243	0.794
ACH-000745	36314	-8.384576	1.043
ACH-000915	11214940	-6.607455	0.932
ACH-000637	11626560	-6.0	0.859
ACH-000667	11625818	-4.69897	0.497
ACH-000004	216326	-6.607455	0.87
ACH-000427	11625818	-6.430334	1.055
ACH-000482	11625818	-8.815877	1.109
ACH-000987	176870	-6.907455	0.842
ACH-000395	36314	-7.430334	0.226
ACH-000906	3385	-6.561698	1.037
ACH-000885	46907787	-8.385606	0.983
ACH-001374	11626560	-8.384576	1.026
ACH-000273	11625818	-7.084576	0.858
ACH-000450	9907093	-7.084576	1.066
ACH-000373	5330286	-7.385606	1.046
ACH-000852	11625818	-5.0	0.229
ACH-000929	9444	-7.083546	0.988
ACH-000511	9444	-6.130334	0.746
ACH-000147	36314	-8.861697	0.978
ACH-000826	36314	-8.255273	0.958
ACH-000900	11494412	-6.607455	0.941
ACH-000603	25161177	-6.431364	1.001
ACH-000092	216326	-4.30103	1.071
ACH-000888	60750	-6.0	0.892
ACH-000168	56949517	-6.130334	0.906
ACH-000378	36314	-8.861697	0.97
ACH-000414	5328940	-6.130334	0.663
ACH-000572	25161177	-5.477121	0.089
ACH-000505	25161177	-7.862728	0.98
ACH-000555	11494412	-7.083546	1.101
ACH-001399	9444	-7.560668	1.022
ACH-000343	36314	-6.477122	-0.535
ACH-000659	67254077	-5.0	0.572
ACH-000696	51371303	-8.339849	0.943
ACH-000785	72376	-5.176091	-0.916
ACH-000822	46907787	-7.431364	0.965
ACH-000938	60750	-6.477121	-0.578
ACH-000620	11625818	-7.861697	1.009
ACH-000624	11625818	-6.430334	1.025
ACH-000253	148124	-6.522879	-0.083
ACH-000059	46907787	-6.477121	0.48
ACH-000914	126941	-6.908485	-0.08
ACH-000357	5702198	-4.0	0.859
ACH-000731	60750	-6.477121	0.7395
ACH-000296	46907787	-9.81697	1.0716666666666665
ACH-000758	9547945	-4.0	0.656
ACH-000643	9907093	-6.607455	0.925
ACH-000491	36314	-8.384576	0.928
ACH-000717	11626560	-7.430334	0.966
ACH-000895	24821094	-5.0	0.972
ACH-000695	44462760	-6.907455	0.985
ACH-000581	36314	-9.339134	0.994
ACH-000886	24821094	-6.430334	0.738
ACH-000420	11625818	-5.0	0.379
ACH-000221	46907787	-9.815309	0.916
ACH-000250	9444	-5.653213	0.622
ACH-000857	56949517	-4.69897	0.813
ACH-000582	208908	-7.083546	0.957
ACH-000378	3062316	-10.339849	0.9795
ACH-000853	60750	-6.0	1.01
ACH-000766	3062316	-9.862727	0.845
ACH-000734	5311	-7.861697	0.934
ACH-000320	11625818	-5.477121	0.87
ACH-000310	11626560	-6.477122	0.539
ACH-000409	208908	-8.514847	1.01
ACH-000744	126941	-7.385606	0.819
ACH-000853	17755052	-5.0	0.5035
ACH-001374	46907787	-6.477121	0.861
ACH-000406	11494412	-5.653213	-0.683
ACH-000615	56949517	-8.51594	0.967
ACH-000573	5702198	-4.778151	-0.003
ACH-000966	46907787	-7.908485	1.071
ACH-000356	24821094	-5.0	1.017
ACH-000601	208908	-8.037773	1.011
ACH-000477	11625818	-6.130334	0.674
ACH-000916	5702198	-6.209515	0.962
ACH-000583	148124	-7.477126	-0.904
ACH-000507	176870	-6.907455	0.983
ACH-000766	176870	-5.954243	0.212
ACH-000588	5311	-5.954243	-0.407
ACH-000414	176870	-5.477121	0.3595
ACH-000624	5311	-5.0	-0.083
ACH-000810	56949517	-4.69897	0.739
ACH-000977	11625818	-5.954243	0.248
ACH-000759	11676786	-8.81697	1.0605
ACH-000278	5311	-7.384576	1.033
ACH-000783	9444	-5.176091	0.158
ACH-000739	11626560	-6.954243	1.021
ACH-000362	24821094	-8.51594	0.98
ACH-000511	126941	-5.477121	-0.181
ACH-000019	11625818	-6.430334	1.02
ACH-000373	25161177	-8.81697	1.021
ACH-000247	25161177	-8.81697	0.998
ACH-000264	148124	-7.0	0.073
ACH-000401	24821094	-8.815877	0.898
ACH-000496	11214940	-8.51594	0.982
ACH-000577	36314	-8.861697	0.955
ACH-000633	148124	-8.907279	1.021
ACH-000825	5330286	-5.954243	0.78
ACH-000696	36314	-6.477122	-0.34
ACH-000231	44462760	-7.384576	1.061
ACH-000344	176870	-6.430334	0.706
ACH-000940	176870	-7.384576	0.997
ACH-000505	11494412	-6.606425	0.885
ACH-000507	46907787	-6.0	0.532
ACH-000688	11626560	-9.339134	0.973
ACH-000599	11494412	-6.606425	0.595
ACH-000448	36314	-6.0	-0.473
ACH-000846	11626560	-9.339134	0.987
ACH-000838	25161177	-8.81697	0.985
ACH-000288	24821094	-5.653213	1.154
ACH-000218	11494412	-4.69897	-0.714
ACH-000711	24821094	-7.861697	1.024
ACH-000288	208908	-5.653213	0.893
ACH-000893	216326	-7.163757	1.119
ACH-000875	11676786	-7.862728	0.9643333333333333
ACH-000578	46907787	-9.339134	0.945
ACH-000675	216326	-6.130334	1.358
ACH-001064	216326	-7.561698	1.001
ACH-000155	5330286	-6.908485	0.849
ACH-000578	11214940	-5.176091	0.839
ACH-000687	51371303	-5.477121	1.087
ACH-001061	11676786	-6.908485	0.9739999999999999
ACH-000878	11625818	-7.862728	1.037
ACH-000448	71296921	-9.38405	0.848
ACH-000749	208908	-5.653213	0.958
ACH-000666	11214940	-5.653213	0.888
ACH-000944	5702198	-4.0	0.971
ACH-000750	44462760	-6.907455	0.886
ACH-000023	46907787	-8.861697	1.021
ACH-000938	46907787	-9.339134	1.015
ACH-000849	176870	-6.907455	0.74
ACH-000468	11214940	-8.51594	1.024
ACH-000915	3062316	-7.954243	0.979
ACH-000482	11626560	-7.430334	0.997
ACH-000946	11626560	-8.384576	1.011
ACH-001680	17755052	-5.477121	0.9219999999999999
ACH-000974	208908	-5.653213	1.431
ACH-000596	123631	-8.084577	0.919
ACH-000980	17755052	-7.861697	0.987
ACH-000270	46907787	-9.339849	1.0125
ACH-000552	46907787	-6.954243	0.8555
ACH-000450	11626560	-8.861697	0.941
ACH-000164	11625818	-6.907455	0.961
ACH-000510	24821094	-7.384576	0.991
ACH-000288	46907787	-6.477121	0.7050000000000001
ACH-000375	216326	-5.176091	1.106
ACH-000534	24821094	-7.384576	1.057
ACH-000972	11494412	-8.514847	0.964
ACH-000481	36314	-9.339134	0.999
ACH-000392	46907787	-8.385606	0.9989999999999999
ACH-000926	126941	-5.954243	-0.122
ACH-000571	5311	-7.384576	1.257
ACH-000482	3062316	-8.431364	0.9179999999999999
ACH-000378	387447	-6.477121	-0.921
ACH-000502	11214940	-7.084576	1.022
ACH-000950	11214940	-5.176091	1.035
ACH-002004	3062316	-9.862727	1.005
ACH-000979	11676786	-5.954243	0.99
ACH-000373	11626560	-6.0	0.887
ACH-000541	9444	-8.514847	0.841
ACH-000378	5702198	-4.477121	1.005
ACH-000915	216326	-8.51594	1.005
ACH-000050	9444	-6.606425	0.804
ACH-000528	176870	-5.477121	0.784
ACH-000092	5311	-7.862728	0.977
ACH-000888	71296921	-7.477121	0.951
ACH-001399	176870	-7.861697	0.933
ACH-000457	24821094	-5.0	-0.082
ACH-000563	11327430	-5.954243	0.921
ACH-000974	36314	-6.477122	-0.895
ACH-000118	11214940	-5.176091	-0.824
ACH-000147	11327430	-8.339849	0.979
ACH-000925	25262965	-8.51594	0.842
ACH-000832	148124	-8.907279	0.674
ACH-000744	5328940	-4.69897	-0.997
ACH-000867	5311	-6.907455	0.994
ACH-000463	71296921	-9.38405	0.956
ACH-001399	148124	-8.430275	0.899
ACH-000454	72376	-6.607455	-0.182
ACH-000124	17755052	-5.477121	0.812
ACH-000362	25161177	-5.954243	1.01
ACH-000347	5311	-8.815877	1.201
ACH-000477	176870	-7.861697	0.873
ACH-001345	148124	-9.38405	1.148
ACH-000550	126941	-7.385606	0.273
ACH-000530	71296921	-7.477121	0.403
ACH-000731	148124	-7.0	-0.4525
ACH-000336	11625818	-7.384576	1.002
ACH-000440	11625818	-5.477121	0.916
ACH-000800	11327430	-6.431364	0.803
ACH-000893	126941	-7.862728	0.087
ACH-000113	17755052	-6.907455	0.85
ACH-000888	11625818	-8.81697	0.986
ACH-000615	5702198	-5.908485	0.947
ACH-000972	36314	-6.0	-0.436
ACH-000749	208908	-6.130334	0.842
ACH-000015	17755052	-7.084576	0.886
ACH-000401	11494412	-4.69897	-0.425
ACH-000278	36314	-6.0	0.0820000000000001
ACH-000367	72376	-5.176091	-0.716
ACH-000578	148124	-7.477121	0.651
ACH-000739	46907787	-7.431364	1.019
ACH-000471	17755052	-5.477121	0.936
ACH-000148	11625818	-5.176091	0.372
ACH-000108	17755052	-7.861697	0.942
ACH-000454	71296921	-10.339849	0.947
ACH-000775	46907787	-9.339849	0.983
ACH-000330	11327430	-5.477121	0.7324999999999999
ACH-000383	71296921	-7.0	0.327
ACH-000365	60750	-9.339849	0.781
ACH-000747	11214940	-5.176091	0.362
ACH-000652	11625818	-8.51594	0.962
ACH-000936	11327430	-6.908485	0.948
ACH-000783	72376	-8.038818	0.974
ACH-000212	11494412	-8.514847	1.013
ACH-000024	73759760	-10.339849	1.0
ACH-000066	71296921	-10.339849	1.043
ACH-000391	9547945	-5.430334	0.877
ACH-000832	5311	-5.477121	-0.707
ACH-000148	24821094	-5.0	0.662
ACH-000367	208908	-8.514847	1.132
ACH-000639	46907787	-8.385606	1.218
ACH-000979	24821094	-5.954243	0.612
ACH-000150	9444	-8.038818	0.838
ACH-000120	11626560	-6.954243	0.929
ACH-000427	5311	-8.33885	0.946
ACH-000640	11214940	-7.561698	1.006
ACH-000954	11625818	-7.384576	1.092
ACH-000695	176870	-7.861697	0.956
ACH-000744	387447	-7.908485	0.855
ACH-000311	9547945	-6.861697	1.0
ACH-000409	5702198	-5.908485	1.051
ACH-000556	11625818	-5.0	0.771
ACH-000810	5330286	-5.477121	0.906
ACH-000980	208908	-8.037773	1.023
ACH-000894	5311	-7.862728	0.997
ACH-000866	3385	-7.51594	1.0556666666666665
ACH-000528	25262965	-7.084576	0.865
ACH-000296	5311	-8.33885	1.145
ACH-000878	387447	-6.954243	-0.567
ACH-000024	148124	-8.430275	0.992
ACH-000213	36314	-6.477122	-0.132
ACH-000845	644241	-8.339849	0.961
ACH-000564	46907787	-7.907455	0.918
